transaction_id,transaction_date
86188,05-28-2023 10:29:46
30289,03-08-2023 07:44:24
86998,05-29-2023 10:22:37
114766,06-28-2023 14:28:19
74867,05-15-2023 08:38:44
70991,05-10-2023 09:44:24
23493,02-23-2023 06:40:05
88485,05-31-2023 08:26:11
92235,06-04-2023 11:04:18
85062,05-27-2023 07:45:04
14855,02-03-2023 15:57:20
100498,06-13-2023 09:09:33
24081,02-24-2023 09:18:22
90673,06-02-2023 15:36:50
83724,05-25-2023 12:24:05
102400,06-15-2023 10:13:05
30602,03-08-2023 13:59:42
41914,03-29-2023 15:54:31
55703,04-20-2023 09:23:30
16980,02-08-2023 10:05:17
50796,04-12-2023 13:55:47
91782,06-03-2023 16:50:27
29524,03-06-2023 14:48:58
43679,04-01-2023 19:21:44
106419,06-19-2023 15:34:18
86682,05-28-2023 17:23:27
99714,06-12-2023 09:58:53
42989,03-31-2023 19:42:56
1224,01-03-2023 14:53:52
30427,03-08-2023 09:54:30
18475,02-11-2023 12:49:37
6655,01-15-2023 17:27:18
10531,01-24-2023 15:43:03
94507,06-06-2023 15:46:56
63371,05-01-2023 15:17:06
15083,02-04-2023 09:40:58
57424,04-23-2023 07:37:16
78969,05-20-2023 08:00:31
60826,04-27-2023 15:42:21
32438,03-12-2023 06:54:10
5234,01-12-2023 13:08:11
41261,03-28-2023 12:08:55
57918,04-23-2023 16:43:59
38108,03-22-2023 18:44:49
57752,04-23-2023 12:19:20
89829,06-01-2023 17:06:17
21266,02-18-2023 07:15:55
113623,06-27-2023 10:30:50
19891,02-14-2023 19:51:15
96502,06-08-2023 18:06:58
104844,06-18-2023 07:56:22
45735,04-04-2023 19:39:24
38434,03-23-2023 11:53:12
82808,05-24-2023 12:34:54
18836,02-12-2023 10:34:35
91598,06-03-2023 14:59:35
66133,05-04-2023 16:02:51
59628,04-26-2023 08:18:25
56250,04-21-2023 09:15:13
88272,05-30-2023 17:39:52
44464,04-03-2023 09:27:47
104761,06-18-2023 07:20:22
72406,05-12-2023 07:46:35
14401,02-02-2023 16:44:55
64223,05-02-2023 15:02:52
91786,06-03-2023 16:53:10
38418,03-23-2023 11:23:19
58623,04-24-2023 16:02:07
41943,03-29-2023 16:36:08
101302,06-14-2023 08:35:46
18136,02-10-2023 17:24:19
46039,04-05-2023 13:24:09
617,01-02-2023 11:58:49
92507,06-04-2023 14:07:36
105544,06-18-2023 17:35:47
113575,06-27-2023 10:10:40
4940,01-11-2023 18:55:48
15123,02-04-2023 11:02:04
78642,05-19-2023 13:01:03
4714,01-11-2023 09:46:42
12550,01-29-2023 09:13:33
94429,06-06-2023 15:01:07
98086,06-10-2023 11:11:33
24623,02-25-2023 10:01:10
82464,05-24-2023 08:27:26
71537,05-11-2023 06:55:39
60264,04-27-2023 07:12:29
91193,06-03-2023 10:21:44
57222,04-22-2023 16:40:17
82353,05-24-2023 07:14:32
53465,04-16-2023 15:52:18
37581,03-22-2023 06:09:51
975,01-03-2023 08:19:47
39455,03-25-2023 09:06:52
81315,05-22-2023 18:18:24
91349,06-03-2023 12:05:06
14921,02-03-2023 17:20:32
82160,05-23-2023 17:14:16
80568,05-22-2023 07:34:26
95243,06-07-2023 10:46:25
72653,05-12-2023 10:04:27
100937,06-13-2023 14:55:55
41340,03-28-2023 14:12:04
38383,03-23-2023 10:39:27
2461,01-06-2023 10:48:19
39818,03-25-2023 17:46:58
9813,01-23-2023 09:40:41
53492,04-16-2023 16:25:54
94147,06-06-2023 11:18:47
70657,05-10-2023 06:45:20
21831,02-19-2023 09:03:38
67830,05-06-2023 15:58:08
4550,01-11-2023 06:20:25
54851,04-19-2023 06:40:52
60047,04-26-2023 15:04:36
28946,03-05-2023 14:00:24
10297,01-24-2023 09:12:29
45983,04-05-2023 12:27:07
67853,05-06-2023 16:12:27
70425,05-09-2023 14:27:35
61411,04-28-2023 14:50:15
10917,01-25-2023 12:14:54
17023,02-08-2023 10:48:45
10406,01-24-2023 11:38:59
29141,03-05-2023 17:41:05
34044,03-15-2023 08:31:25
28938,03-05-2023 13:55:24
36687,03-20-2023 08:29:28
30190,03-07-2023 18:21:53
15755,02-05-2023 14:17:10
90521,06-02-2023 14:02:16
16365,02-06-2023 18:49:55
112498,06-26-2023 09:26:04
68115,05-07-2023 06:12:09
876,01-02-2023 17:29:42
2349,01-05-2023 19:17:48
57206,04-22-2023 16:09:36
13292,01-31-2023 08:06:27
108589,06-22-2023 09:44:41
8844,01-21-2023 07:42:33
89122,06-01-2023 08:11:45
112407,06-26-2023 08:37:10
110736,06-24-2023 12:03:10
51480,04-13-2023 14:39:00
31014,03-09-2023 09:50:22
96097,06-08-2023 11:04:01
11429,01-26-2023 13:14:55
10494,01-24-2023 14:37:22
19023,02-12-2023 17:53:26
49604,04-10-2023 16:56:19
56748,04-22-2023 07:28:00
6346,01-15-2023 08:55:07
37138,03-21-2023 08:05:17
104470,06-17-2023 13:09:59
25272,02-26-2023 14:52:06
58968,04-25-2023 09:07:18
109299,06-23-2023 07:14:46
62284,04-30-2023 07:14:59
89923,06-01-2023 18:12:37
116474,06-30-2023 11:24:18
23366,02-22-2023 15:45:08
77819,05-18-2023 14:49:24
48942,04-09-2023 17:18:03
28394,03-04-2023 14:10:00
49387,04-10-2023 10:30:46
7639,01-18-2023 07:53:50
23506,02-23-2023 06:53:57
18481,02-11-2023 13:10:30
96498,06-08-2023 18:03:02
108406,06-22-2023 07:52:52
29055,03-05-2023 16:05:14
95196,06-07-2023 10:30:49
5904,01-14-2023 08:35:56
57137,04-22-2023 14:37:45
34834,03-16-2023 12:35:55
9008,01-21-2023 09:51:59
36148,03-19-2023 07:52:35
95842,06-08-2023 08:39:42
46674,04-06-2023 13:16:46
66599,05-05-2023 11:05:28
7652,01-18-2023 08:08:44
108735,06-22-2023 11:25:05
14475,02-02-2023 18:27:06
55978,04-20-2023 15:27:10
109855,06-23-2023 13:53:01
58009,04-23-2023 18:58:48
81371,05-22-2023 19:26:18
55126,04-19-2023 09:47:46
11224,01-26-2023 08:14:23
70690,05-10-2023 07:08:16
9740,01-23-2023 08:20:29
107972,06-21-2023 11:46:30
23510,02-23-2023 06:57:26
20401,02-16-2023 07:22:21
54779,04-18-2023 17:42:39
22868,02-21-2023 12:38:14
77858,05-18-2023 15:49:57
47231,04-07-2023 09:14:34
42387,03-30-2023 13:29:03
23143,02-22-2023 09:21:33
107447,06-21-2023 07:11:18
81933,05-23-2023 12:56:16
74403,05-14-2023 12:06:32
6751,01-16-2023 07:26:35
90087,06-02-2023 07:56:05
63258,05-01-2023 13:54:18
92178,06-04-2023 10:02:45
61628,04-28-2023 18:21:29
102058,06-15-2023 07:24:37
79612,05-20-2023 17:40:37
3866,01-09-2023 10:01:24
18190,02-11-2023 06:30:31
81251,05-22-2023 17:02:30
81701,05-23-2023 09:38:13
65262,05-03-2023 16:34:56
102642,06-15-2023 13:47:36
35174,03-17-2023 08:39:43
41443,03-28-2023 16:35:04
98023,06-10-2023 10:29:37
61544,04-28-2023 17:05:26
18786,02-12-2023 09:56:12
96976,06-09-2023 09:44:13
63656,05-01-2023 18:47:01
104099,06-17-2023 08:22:39
112252,06-26-2023 07:07:07
35002,03-16-2023 19:01:28
52930,04-16-2023 07:27:59
1976,01-05-2023 10:35:12
97821,06-10-2023 08:56:25
48512,04-09-2023 08:38:48
2107,01-05-2023 13:22:57
6253,01-15-2023 07:24:07
109781,06-23-2023 12:35:32
116564,06-30-2023 13:59:40
100612,06-13-2023 09:54:02
23819,02-23-2023 15:15:21
56773,04-22-2023 07:50:03
41728,03-29-2023 11:16:56
34859,03-16-2023 13:43:23
32117,03-11-2023 09:48:27
63498,05-01-2023 16:51:19
90847,06-02-2023 17:29:54
47715,04-08-2023 07:30:58
71924,05-11-2023 10:48:13
115135,06-29-2023 07:00:00
82577,05-24-2023 09:49:18
90263,06-02-2023 11:16:31
110350,06-24-2023 07:59:23
110863,06-24-2023 14:12:47
98638,06-11-2023 08:23:59
31504,03-10-2023 08:50:06
22079,02-19-2023 16:13:16
6682,01-15-2023 18:40:39
20506,02-16-2023 08:51:52
810,01-02-2023 16:02:21
5137,01-12-2023 09:54:31
107038,06-20-2023 10:24:14
3753,01-09-2023 08:19:42
65240,05-03-2023 16:22:58
1667,01-04-2023 14:16:49
18151,02-10-2023 17:59:51
65543,05-04-2023 07:16:42
53413,04-16-2023 14:23:53
78524,05-19-2023 10:50:03
80067,05-21-2023 10:23:15
50896,04-12-2023 16:53:54
15472,02-04-2023 18:21:53
77310,05-18-2023 08:00:52
62187,04-29-2023 18:23:44
110037,06-23-2023 17:00:16
14369,02-02-2023 16:13:06
42296,03-30-2023 10:25:30
38387,03-23-2023 10:41:00
17095,02-08-2023 12:54:11
39618,03-25-2023 12:08:53
94919,06-07-2023 08:20:51
104749,06-18-2023 07:13:33
37301,03-21-2023 09:54:49
19027,02-12-2023 17:56:02
16816,02-07-2023 20:18:41
109062,06-22-2023 16:46:21
12946,01-30-2023 08:41:48
112555,06-26-2023 09:50:35
4406,01-10-2023 12:10:18
50761,04-12-2023 12:58:31
113706,06-27-2023 10:58:08
14722,02-03-2023 13:08:59
79157,05-20-2023 09:09:41
32034,03-11-2023 08:33:47
49999,04-11-2023 10:20:32
110679,06-24-2023 11:21:00
17832,02-10-2023 08:41:11
45888,04-05-2023 11:01:36
82102,05-23-2023 16:04:09
34874,03-16-2023 14:19:11
115409,06-29-2023 11:33:54
76217,05-16-2023 15:02:46
4823,01-11-2023 13:03:22
69556,05-08-2023 15:09:29
35480,03-17-2023 16:50:12
68654,05-07-2023 13:26:37
26663,03-01-2023 14:05:07
61645,04-28-2023 18:49:50
105407,06-18-2023 14:45:22
109413,06-23-2023 08:23:31
70721,05-10-2023 07:28:09
64927,05-03-2023 12:31:00
14938,02-03-2023 17:57:08
31846,03-10-2023 17:11:07
4678,01-11-2023 08:58:44
14118,02-02-2023 10:21:50
107434,06-20-2023 20:53:19
18840,02-12-2023 10:35:51
6703,01-15-2023 19:59:49
13928,02-01-2023 17:09:03
41010,03-27-2023 18:40:44
97053,06-09-2023 10:15:13
79628,05-20-2023 18:09:49
79132,05-20-2023 08:58:57
78405,05-19-2023 09:54:12
4649,01-11-2023 08:31:55
22825,02-21-2023 10:45:50
26828,03-01-2023 17:16:35
106494,06-19-2023 17:07:46
2149,01-05-2023 14:26:50
36404,03-19-2023 11:50:28
22607,02-21-2023 07:39:45
109537,06-23-2023 09:33:18
80969,05-22-2023 12:00:21
13103,01-30-2023 12:52:33
52729,04-15-2023 15:48:20
79288,05-20-2023 10:12:27
10973,01-25-2023 13:57:59
84410,05-26-2023 09:41:20
21238,02-18-2023 06:25:54
38371,03-23-2023 10:29:17
109035,06-22-2023 16:22:35
68797,05-07-2023 17:55:13
978,01-03-2023 08:23:51
95941,06-08-2023 09:37:10
46397,04-05-2023 19:25:20
72492,05-12-2023 08:39:21
115513,06-29-2023 13:01:29
89229,06-01-2023 10:10:11
80430,05-21-2023 19:29:33
12344,01-28-2023 15:21:45
110626,06-24-2023 10:45:17
32973,03-13-2023 07:55:47
45503,04-04-2023 15:40:48
115220,06-29-2023 08:41:11
63681,05-01-2023 19:14:09
92860,06-04-2023 17:49:40
84661,05-26-2023 13:14:55
74596,05-14-2023 18:38:47
97752,06-10-2023 08:27:42
42460,03-30-2023 16:44:46
81827,05-23-2023 10:59:19
15957,02-05-2023 19:31:06
115650,06-29-2023 14:59:51
116548,06-30-2023 13:30:30
77829,05-18-2023 15:05:20
112295,06-26-2023 07:27:28
49445,04-10-2023 11:17:43
57538,04-23-2023 09:08:40
3232,01-07-2023 19:52:14
44578,04-03-2023 11:47:58
17487,02-09-2023 10:08:26
77293,05-18-2023 07:53:30
38763,03-24-2023 07:21:01
95716,06-08-2023 07:31:41
62067,04-29-2023 15:59:22
57570,04-23-2023 09:27:38
3216,01-07-2023 19:10:34
80830,05-22-2023 10:20:08
57047,04-22-2023 12:12:34
19579,02-14-2023 08:42:24
15875,02-05-2023 17:14:28
116531,06-30-2023 13:07:57
31841,03-10-2023 17:06:46
64387,05-02-2023 17:02:45
63512,05-01-2023 17:02:02
59964,04-26-2023 13:19:21
12207,01-28-2023 10:49:14
92881,06-04-2023 18:05:49
58064,04-24-2023 06:44:38
69805,05-09-2023 07:01:47
3229,01-07-2023 19:43:24
22707,02-21-2023 09:15:58
70328,05-09-2023 11:53:58
86077,05-28-2023 08:48:36
37522,03-21-2023 17:37:56
72348,05-12-2023 07:06:11
25276,02-26-2023 15:04:18
38002,03-22-2023 15:44:34
45397,04-04-2023 13:58:49
71334,05-10-2023 15:45:08
20802,02-16-2023 18:16:21
58242,04-24-2023 09:09:44
116315,06-30-2023 09:53:40
90081,06-02-2023 07:35:10
2620,01-06-2023 15:02:25
516,01-02-2023 08:43:50
68577,05-07-2023 11:43:21
92218,06-04-2023 10:45:49
108501,06-22-2023 08:47:11
38929,03-24-2023 10:12:01
99368,06-12-2023 06:50:31
75947,05-16-2023 10:13:50
49694,04-11-2023 06:26:04
105829,06-19-2023 08:07:07
697,01-02-2023 13:35:24
37946,03-22-2023 13:54:53
58294,04-24-2023 09:52:31
22618,02-21-2023 08:08:19
6795,01-16-2023 07:56:28
68411,05-07-2023 09:59:35
102728,06-15-2023 16:06:22
38659,03-23-2023 18:17:39
1385,01-03-2023 17:56:21
88915,05-31-2023 15:17:33
30231,03-07-2023 19:46:40
104751,06-18-2023 07:15:21
74207,05-14-2023 09:45:47
37272,03-21-2023 09:37:15
20852,02-17-2023 06:44:22
34532,03-16-2023 07:45:35
49447,04-10-2023 11:19:13
104330,06-17-2023 10:31:54
10472,01-24-2023 13:55:26
108329,06-22-2023 07:09:22
94032,06-06-2023 09:18:01
31852,03-10-2023 17:37:42
87464,05-29-2023 17:42:11
107919,06-21-2023 10:49:06
56482,04-21-2023 12:32:54
116684,06-30-2023 17:23:32
54722,04-18-2023 16:08:56
42993,03-31-2023 20:18:19
81656,05-23-2023 09:09:14
18133,02-10-2023 17:09:02
106707,06-20-2023 08:11:57
91583,06-03-2023 14:49:25
102049,06-15-2023 07:20:59
50892,04-12-2023 16:50:37
110620,06-24-2023 10:44:08
20475,02-16-2023 08:19:45
115543,06-29-2023 13:31:42
93659,06-05-2023 16:12:06
78606,05-19-2023 12:25:47
66048,05-04-2023 15:05:04
36093,03-19-2023 07:02:38
15421,02-04-2023 17:14:51
3886,01-09-2023 10:16:43
39632,03-25-2023 12:27:43
98971,06-11-2023 11:10:32
85,01-01-2023 10:49:13
67475,05-06-2023 11:04:25
47775,04-08-2023 08:12:57
293,01-01-2023 15:16:37
83106,05-24-2023 17:45:15
103307,06-16-2023 09:48:10
63378,05-01-2023 15:27:02
105993,06-19-2023 09:22:18
92722,06-04-2023 16:15:22
44196,04-02-2023 16:39:02
26676,03-01-2023 14:19:57
90152,06-02-2023 09:04:51
31356,03-10-2023 06:38:38
65106,05-03-2023 14:53:52
41568,03-28-2023 19:43:47
6426,01-15-2023 10:02:55
53975,04-17-2023 11:38:13
63873,05-02-2023 10:33:49
7209,01-17-2023 07:14:47
14843,02-03-2023 15:41:43
98828,06-11-2023 09:52:32
3963,01-09-2023 12:06:31
10594,01-24-2023 17:52:07
106510,06-19-2023 17:30:05
98763,06-11-2023 09:19:47
47395,04-07-2023 11:04:03
115546,06-29-2023 13:35:11
113721,06-27-2023 11:10:32
80211,05-21-2023 12:39:34
76554,05-17-2023 07:42:43
83616,05-25-2023 10:40:04
57449,04-23-2023 07:54:27
30243,03-08-2023 06:40:48
99324,06-11-2023 19:57:02
73845,05-13-2023 18:13:43
108561,06-22-2023 09:24:28
82535,05-24-2023 09:12:29
114652,06-28-2023 13:07:30
16608,02-07-2023 10:40:25
98549,06-11-2023 07:29:10
53571,04-16-2023 19:24:50
84030,05-25-2023 17:58:34
101,01-01-2023 11:21:00
74200,05-14-2023 09:43:36
100865,06-13-2023 12:51:06
4208,01-10-2023 08:28:32
67361,05-06-2023 08:30:00
14242,02-02-2023 13:29:51
83922,05-25-2023 16:10:08
100977,06-13-2023 15:50:06
52916,04-16-2023 07:18:55
6710,01-16-2023 06:31:09
13464,01-31-2023 12:38:45
25537,02-27-2023 09:00:10
68794,05-07-2023 17:48:58
73624,05-13-2023 12:13:34
15878,02-05-2023 17:15:40
50149,04-11-2023 13:37:57
43599,04-01-2023 18:07:54
29838,03-07-2023 08:36:13
94037,06-06-2023 09:23:19
57437,04-23-2023 07:47:56
97280,06-09-2023 13:34:47
48771,04-09-2023 11:22:02
112004,06-25-2023 16:27:46
11767,01-27-2023 09:53:26
59049,04-25-2023 10:16:03
48851,04-09-2023 13:49:50
111069,06-24-2023 17:14:51
27761,03-03-2023 13:20:13
65997,05-04-2023 14:33:34
112766,06-26-2023 12:24:49
54040,04-17-2023 14:30:00
104925,06-18-2023 08:31:14
98176,06-10-2023 13:32:21
101323,06-14-2023 08:44:23
33757,03-14-2023 11:02:51
2362,01-05-2023 19:47:40
36034,03-18-2023 18:20:11
69158,05-08-2023 09:21:59
92139,06-04-2023 09:28:26
82128,05-23-2023 16:40:06
34110,03-15-2023 09:26:48
87594,05-30-2023 06:59:28
105259,06-18-2023 11:37:14
37186,03-21-2023 08:34:47
67433,05-06-2023 10:09:17
11588,01-26-2023 18:19:28
98278,06-10-2023 15:45:08
87309,05-29-2023 15:33:34
109670,06-23-2023 10:59:12
22638,02-21-2023 08:24:51
73742,05-13-2023 15:25:55
64603,05-02-2023 19:53:55
57171,04-22-2023 15:21:58
81951,05-23-2023 13:27:27
45341,04-04-2023 12:59:29
5939,01-14-2023 09:05:18
100186,06-12-2023 18:46:23
110161,06-23-2023 19:26:42
4948,01-11-2023 19:26:08
78421,05-19-2023 10:01:26
34984,03-16-2023 18:10:15
32336,03-11-2023 16:54:08
55317,04-19-2023 12:59:39
45766,04-05-2023 07:49:16
101919,06-14-2023 18:36:14
24080,02-24-2023 09:18:02
46713,04-06-2023 14:03:12
64530,05-02-2023 18:45:06
21071,02-17-2023 10:57:21
111355,06-25-2023 07:53:25
93571,06-05-2023 15:01:08
18104,02-10-2023 15:53:09
90427,06-02-2023 13:03:59
68832,05-07-2023 18:40:03
97152,06-09-2023 10:53:16
5442,01-13-2023 08:23:57
10822,01-25-2023 10:03:52
41525,03-28-2023 18:10:40
102353,06-15-2023 09:53:04
104135,06-17-2023 08:48:05
53573,04-16-2023 19:29:07
72557,05-12-2023 09:12:34
88919,05-31-2023 15:21:57
14964,02-03-2023 18:22:09
67362,05-06-2023 08:30:08
60210,04-26-2023 18:40:15
45988,04-05-2023 12:32:05
105534,06-18-2023 17:19:41
44386,04-02-2023 19:58:10
65855,05-04-2023 12:57:48
54713,04-18-2023 15:51:42
71257,05-10-2023 13:49:12
96325,06-08-2023 14:41:09
86073,05-28-2023 08:46:26
88349,05-31-2023 06:40:52
14432,02-02-2023 17:20:14
65477,05-03-2023 19:07:24
73580,05-13-2023 11:08:53
29898,03-07-2023 09:31:02
95246,06-07-2023 10:47:22
102194,06-15-2023 08:31:26
20868,02-17-2023 07:04:58
14821,02-03-2023 15:16:34
28148,03-04-2023 07:30:22
19195,02-13-2023 09:06:39
78087,05-19-2023 07:04:06
31661,03-10-2023 10:56:51
92086,06-04-2023 08:32:19
50560,04-12-2023 09:25:11
4166,01-10-2023 07:45:21
52285,04-15-2023 07:44:43
115979,06-30-2023 06:16:41
102574,06-15-2023 12:15:13
90121,06-02-2023 08:30:10
78482,05-19-2023 10:30:31
105215,06-18-2023 10:51:53
9757,01-23-2023 08:41:23
77062,05-17-2023 16:32:26
67654,05-06-2023 13:46:34
103947,06-17-2023 07:02:57
94205,06-06-2023 12:15:03
52376,04-15-2023 08:43:53
88626,05-31-2023 09:47:46
25737,02-27-2023 12:25:37
108336,06-22-2023 07:10:33
87410,05-29-2023 16:54:59
112632,06-26-2023 10:35:09
9687,01-23-2023 07:22:22
48017,04-08-2023 11:24:30
77646,05-18-2023 10:56:32
34473,03-16-2023 06:58:52
52541,04-15-2023 10:37:53
103932,06-17-2023 06:48:38
7122,01-16-2023 17:17:53
8537,01-20-2023 08:50:58
53165,04-16-2023 09:44:47
26943,03-01-2023 19:35:55
84089,05-25-2023 19:32:35
38973,03-24-2023 10:44:02
93774,06-05-2023 17:38:30
45464,04-04-2023 15:00:37
48627,04-09-2023 09:44:57
99861,06-12-2023 11:17:37
99018,06-11-2023 12:14:30
71820,05-11-2023 09:50:15
75891,05-16-2023 09:47:24
16192,02-06-2023 14:55:03
46589,04-06-2023 11:47:01
28567,03-04-2023 17:14:51
58946,04-25-2023 08:52:03
94369,06-06-2023 14:15:04
58354,04-24-2023 10:26:17
10824,01-25-2023 10:06:32
102837,06-15-2023 18:38:15
104736,06-18-2023 07:05:37
114648,06-28-2023 13:04:20
14836,02-03-2023 15:37:49
71619,05-11-2023 07:45:02
44197,04-02-2023 16:40:19
22052,02-19-2023 14:51:59
1337,01-03-2023 16:51:51
60498,04-27-2023 09:48:33
31763,03-10-2023 14:26:40
116226,06-30-2023 09:09:18
74224,05-14-2023 09:52:30
70727,05-10-2023 07:32:17
66589,05-05-2023 10:50:44
89955,06-01-2023 18:34:46
2359,01-05-2023 19:31:06
14091,02-02-2023 09:12:51
41158,03-28-2023 09:51:25
90958,06-02-2023 18:45:06
69064,05-08-2023 08:30:05
73416,05-13-2023 09:54:02
29536,03-06-2023 15:02:25
50941,04-12-2023 17:59:18
98977,06-11-2023 11:16:44
79694,05-20-2023 20:44:11
37804,03-22-2023 10:25:07
83690,05-25-2023 11:34:45
43799,04-02-2023 10:05:11
40188,03-26-2023 11:39:37
52929,04-16-2023 07:27:39
24646,02-25-2023 10:27:16
49209,04-10-2023 08:42:58
114204,06-27-2023 20:17:25
37554,03-21-2023 19:18:31
115570,06-29-2023 13:49:44
2011,01-05-2023 11:26:08
54731,04-18-2023 16:18:18
32211,03-11-2023 11:52:05
28340,03-04-2023 13:08:28
107158,06-20-2023 12:07:35
113041,06-26-2023 17:15:40
99927,06-12-2023 13:01:55
64218,05-02-2023 14:57:52
92123,06-04-2023 09:13:11
52839,04-15-2023 19:44:33
114087,06-27-2023 17:34:19
68027,05-06-2023 18:22:14
71,01-01-2023 10:14:49
55522,04-20-2023 07:36:12
16845,02-08-2023 07:39:04
67620,05-06-2023 13:18:35
102254,06-15-2023 09:02:31
76210,05-16-2023 14:48:37
14602,02-03-2023 10:47:36
24112,02-24-2023 09:46:45
110865,06-24-2023 14:13:24
74155,05-14-2023 09:28:38
67924,05-06-2023 17:06:57
83033,05-24-2023 16:17:46
78723,05-19-2023 15:08:45
92779,06-04-2023 17:03:32
93900,06-05-2023 19:26:52
98039,06-10-2023 10:38:03
33463,03-14-2023 07:21:42
32090,03-11-2023 09:19:24
30297,03-08-2023 07:53:44
69116,05-08-2023 08:59:40
97835,06-10-2023 09:03:13
35216,03-17-2023 09:22:04
114175,06-27-2023 19:21:30
77338,05-18-2023 08:13:53
96545,06-08-2023 18:48:08
82940,05-24-2023 14:40:52
21404,02-18-2023 09:32:31
56642,04-21-2023 18:51:41
22357,02-20-2023 09:56:23
89823,06-01-2023 17:02:15
46727,04-06-2023 14:14:59
81307,05-22-2023 18:06:16
98950,06-11-2023 10:57:05
50973,04-12-2023 18:52:17
107971,06-21-2023 11:46:14
27917,03-03-2023 15:57:20
51584,04-13-2023 18:24:30
70576,05-09-2023 18:52:51
34531,03-16-2023 07:45:06
36398,03-19-2023 11:29:29
112861,06-26-2023 14:00:49
34600,03-16-2023 08:33:39
25045,02-26-2023 09:04:35
53195,04-16-2023 10:04:14
69558,05-08-2023 15:10:19
86708,05-28-2023 17:45:44
79899,05-21-2023 09:11:50
41791,03-29-2023 12:50:32
107537,06-21-2023 08:20:36
1556,01-04-2023 11:44:07
6239,01-15-2023 07:02:38
54536,04-18-2023 10:46:43
109880,06-23-2023 14:18:11
41852,03-29-2023 14:26:31
58793,04-25-2023 06:39:19
91419,06-03-2023 12:48:08
18257,02-11-2023 07:56:11
106351,06-19-2023 13:57:08
24654,02-25-2023 10:39:16
29775,03-07-2023 07:43:33
5550,01-13-2023 09:41:47
79116,05-20-2023 08:56:11
68042,05-06-2023 18:41:11
51454,04-13-2023 13:54:30
108600,06-22-2023 09:51:42
8196,01-19-2023 10:06:27
39442,03-25-2023 08:55:56
47289,04-07-2023 09:51:20
75912,05-16-2023 09:59:56
29482,03-06-2023 13:52:32
94938,06-07-2023 08:28:23
93315,06-05-2023 12:27:07
111142,06-24-2023 18:32:01
26150,02-28-2023 13:15:31
7414,01-17-2023 10:44:15
99398,06-12-2023 07:05:48
4974,01-12-2023 06:53:14
87408,05-29-2023 16:53:10
45172,04-04-2023 09:56:03
63427,05-01-2023 16:02:07
30545,03-08-2023 12:12:49
45981,04-05-2023 12:25:48
14794,02-03-2023 14:55:03
12195,01-28-2023 10:29:06
71833,05-11-2023 09:57:14
17639,02-09-2023 15:51:25
