transaction_id,product_id,transaction_qty,unit_price
117,52,2,2.5
118,25,2,2.2
119,38,1,3.75
120,30,1,3.0
121,50,2,2.5
122,54,1,2.5
122,72,1,3.25
123,26,2,3.0
124,36,2,3.75
125,45,2,3.0
126,33,2,3.5
127,57,1,3.1
128,37,2,3.0
129,50,1,2.5
129,79,1,3.75
130,60,2,3.75
131,29,1,2.5
132,49,2,3.0
133,35,2,3.1
133,75,1,3.5
134,36,1,3.75
135,47,1,3.0
136,44,1,2.5
137,27,2,3.5
138,52,2,2.5
139,46,1,2.5
140,24,1,3.0
141,43,1,3.0
142,35,1,3.1
143,28,2,2.0
144,50,2,2.5
145,38,2,3.75
146,35,2,3.1
147,50,2,2.5
148,25,2,2.2
149,49,2,3.0
150,60,2,3.75
151,24,1,3.0
152,41,2,4.25
153,44,2,2.5
154,38,1,3.75
155,54,2,2.5
156,29,2,2.5
157,31,2,2.2
158,60,1,3.75
159,49,2,3.0
160,53,1,3.0
161,60,1,3.75
162,53,1,3.0
163,52,1,2.5
164,28,2,2.0
165,56,1,2.55
166,23,1,2.5
167,33,1,3.5
167,75,1,3.5
168,38,2,3.75
169,30,1,3.0
170,59,1,4.5
171,32,2,3.0
172,53,1,3.0
173,61,1,4.75
173,72,1,3.25
174,56,1,2.55
174,75,1,3.5
175,29,2,2.5
176,37,1,3.0
177,49,1,3.0
178,57,1,3.1
178,75,1,3.5
179,45,1,3.0
180,26,2,3.0
181,61,1,4.75
182,47,1,3.0
183,44,2,2.5
184,36,1,3.75
185,30,2,3.0
186,25,2,2.2
187,49,1,3.0
187,78,1,4.5
188,26,1,3.0
189,43,2,3.0
190,25,2,2.2
190,72,1,3.25
191,42,2,2.5
192,54,2,2.5
193,22,1,2.0
194,58,1,3.5
195,24,2,3.0
196,35,1,3.1
197,30,2,3.0
198,60,1,3.75
199,56,1,2.55
200,55,2,4.0
201,49,2,3.0
202,55,1,4.0
202,75,1,3.5
203,23,1,2.5
204,31,2,2.2
205,35,2,3.1
206,38,2,3.75
207,23,1,2.5
208,46,2,2.5
209,58,2,3.5
210,60,2,3.75
211,31,2,2.2
212,25,2,2.2
213,87,1,3.0
214,28,2,2.0
215,27,1,3.5
216,40,2,3.75
217,51,1,3.0
218,54,2,2.5
219,42,2,2.5
220,43,1,3.0
221,36,1,3.75
222,52,1,2.5
222,72,1,3.25
223,54,2,2.5
223,69,1,3.25
224,25,2,2.2
225,57,1,3.1
226,40,1,3.75
227,22,2,2.0
228,53,1,3.0
229,54,2,2.5
230,32,2,3.0
231,38,2,3.75
232,33,1,3.5
233,22,2,2.0
234,42,1,2.5
235,45,2,3.0
236,48,2,2.5
237,53,1,3.0
238,27,2,3.5
238,71,1,3.75
239,46,2,2.5
240,34,1,2.45
241,39,2,4.25
242,25,2,2.2
242,69,1,3.25
243,32,1,3.0
244,41,2,4.25
245,23,1,2.5
246,24,1,3.0
246,71,1,3.75
247,60,2,3.75
248,57,2,3.1
249,23,2,2.5
250,35,2,3.1
251,42,2,2.5
252,49,2,3.0
253,39,2,4.25
254,55,1,4.0
254,71,1,3.75
255,41,2,4.25
255,79,1,3.75
256,58,2,3.5
257,24,2,3.0
258,61,1,4.75
259,45,2,3.0
260,49,2,3.0
260,78,1,4.5
261,48,1,2.5
262,57,1,3.1
263,42,1,2.5
264,30,2,3.0
265,41,2,4.25
266,39,2,4.25
267,55,1,4.0
268,30,2,3.0
269,57,1,3.1
270,44,1,2.5
271,87,1,3.0
272,34,2,2.45
273,61,2,4.75
274,50,2,2.5
275,47,1,3.0
276,48,1,2.5
277,24,1,3.0
277,75,1,3.5
278,51,2,3.0
279,43,2,3.0
280,34,2,2.45
281,30,2,3.0
282,43,1,3.0
283,39,2,4.25
284,38,1,3.75
285,25,2,2.2
286,43,2,3.0
287,22,1,2.0
288,61,1,4.75
289,40,1,3.75
289,75,1,3.5
290,24,1,3.0
291,52,2,2.5
292,26,2,3.0
293,38,2,3.75
294,61,1,4.75
295,29,1,2.5
296,30,2,3.0
297,39,2,4.25
298,26,1,3.0
299,50,2,2.5
300,58,2,3.5
301,58,1,3.5
302,43,1,3.0
303,57,1,3.1
303,70,1,3.25
304,43,1,3.0
305,31,2,2.2
306,34,1,2.45
307,29,2,2.5
308,28,2,2.0
308,74,1,3.5
309,41,2,4.25
309,76,1,3.5
310,37,2,3.0
311,44,1,2.5
312,36,1,3.75
313,46,2,2.5
314,40,2,3.75
315,35,2,3.1
316,39,2,4.25
316,69,1,3.25
317,33,2,3.5
318,24,1,3.0
319,31,2,2.2
320,48,1,2.5
321,38,1,3.75
322,41,1,4.25
323,34,2,2.45
324,46,1,2.5
325,42,2,2.5
326,23,2,2.5
327,23,2,2.5
328,42,2,2.5
329,42,2,2.5
330,87,1,3.0
331,34,2,2.45
332,29,2,2.5
333,29,2,2.5
334,56,1,2.55
335,40,2,3.75
336,36,2,3.75
337,22,1,2.0
338,22,1,2.0
339,44,1,2.5
340,56,1,2.55
341,53,2,3.0
342,42,1,2.5
343,27,2,3.5
344,40,1,3.75
345,35,1,3.1
346,28,1,2.0
347,36,1,3.75
348,58,1,3.5
349,33,1,3.5
350,46,1,2.5
351,23,1,2.5
352,50,2,2.5
353,54,2,2.5
354,44,1,2.5
354,72,1,3.25
355,44,2,2.5
356,53,1,3.0
356,71,1,3.75
357,52,1,2.5
358,42,2,2.5
359,50,1,2.5
360,28,1,2.0
361,58,1,3.5
361,69,1,3.25
362,36,2,3.75
363,50,2,2.5
364,50,1,2.5
365,36,2,3.75
366,47,2,3.0
367,27,1,3.5
368,59,1,4.5
369,36,2,3.75
370,31,2,2.2
371,35,1,3.1
372,55,2,4.0
373,31,1,2.2
374,29,1,2.5
375,34,2,2.45
375,75,1,3.5
376,39,2,4.25
377,28,2,2.0
378,87,2,3.0
378,78,1,4.5
379,46,2,2.5
379,77,1,3.0
380,36,1,3.75
381,48,1,2.5
382,41,1,4.25
383,58,2,3.5
384,35,1,3.1
384,76,1,3.5
385,37,1,3.0
385,70,1,3.25
386,46,1,2.5
386,75,1,3.5
387,54,2,2.5
388,47,1,3.0
388,69,1,3.25
389,42,1,2.5
390,55,1,4.0
391,55,2,4.0
391,71,1,3.75
392,52,2,2.5
393,27,2,3.5
393,74,1,3.5
394,34,1,2.45
395,27,1,3.5
396,36,2,3.75
396,76,1,3.5
397,60,2,3.75
398,45,1,3.0
399,38,2,3.75
400,60,2,3.75
401,56,2,2.55
402,30,1,3.0
403,39,1,4.25
404,53,2,3.0
404,76,1,3.5
405,45,2,3.0
406,52,1,2.5
407,49,2,3.0
408,28,1,2.0
408,78,1,4.5
409,28,1,2.0
410,30,2,3.0
410,79,1,3.75
411,23,1,2.5
412,34,2,2.45
413,25,2,2.2
414,23,2,2.5
415,57,2,3.1
416,26,2,3.0
417,36,2,3.75
418,59,1,4.5
419,52,1,2.5
419,76,1,3.5
420,46,1,2.5
421,61,2,4.75
422,37,2,3.0
423,32,1,3.0
423,79,1,3.75
424,53,2,3.0
425,61,1,4.75
426,43,1,3.0
427,54,2,2.5
428,44,2,2.5
429,55,2,4.0
430,60,2,3.75
431,22,1,2.0
432,53,2,3.0
433,24,1,3.0
434,49,2,3.0
435,60,2,3.75
436,54,1,2.5
437,57,1,3.1
438,25,1,2.2
439,38,2,3.75
440,27,1,3.5
441,24,2,3.0
442,28,1,2.0
443,22,2,2.0
444,59,2,4.5
445,56,2,2.55
446,53,2,3.0
447,39,2,4.25
447,73,1,3.75
448,43,1,3.0
449,37,2,3.0
450,38,1,3.75
451,24,2,3.0
452,55,1,4.0
453,27,2,3.5
454,60,1,3.75
455,41,1,4.25
456,27,2,3.5
457,55,2,4.0
458,40,2,3.75
459,32,2,3.0
460,55,1,4.0
461,49,1,3.0
462,40,1,3.75
463,46,1,2.5
463,77,1,3.0
464,44,2,2.5
465,38,1,3.75
466,51,2,3.0
467,43,1,3.0
468,61,2,4.75
469,40,1,3.75
470,27,2,3.5
471,60,1,3.75
472,55,2,4.0
473,47,2,3.0
474,37,1,3.0
475,54,1,2.5
476,61,1,4.75
477,26,1,3.0
478,36,1,3.75
479,32,1,3.0
480,35,1,3.1
481,55,1,4.0
482,39,1,4.25
483,87,1,3.0
484,51,1,3.0
485,28,2,2.0
486,57,1,3.1
486,70,1,3.25
487,61,2,4.75
488,42,1,2.5
489,24,1,3.0
490,53,1,3.0
491,41,1,4.25
491,75,1,3.5
492,27,2,3.5
493,48,1,2.5
493,75,1,3.5
494,32,2,3.0
495,31,2,2.2
496,25,1,2.2
497,61,1,4.75
498,48,1,2.5
499,61,1,4.75
500,61,2,4.75
500,74,1,3.5
501,27,1,3.5
502,55,1,4.0
503,36,1,3.75
504,30,2,3.0
505,44,1,2.5
506,44,2,2.5
507,38,2,3.75
508,26,1,3.0
509,25,1,2.2
510,28,2,2.0
511,31,2,2.2
512,29,1,2.5
513,35,1,3.1
514,25,2,2.2
515,48,1,2.5
516,32,1,3.0
517,32,2,3.0
518,28,1,2.0
519,39,1,4.25
520,53,1,3.0
521,33,1,3.5
522,37,2,3.0
523,59,1,4.5
523,79,1,3.75
524,61,1,4.75
525,34,2,2.45
525,72,1,3.25
526,31,2,2.2
526,75,1,3.5
527,46,1,2.5
528,55,1,4.0
529,40,1,3.75
530,29,1,2.5
531,28,2,2.0
532,22,2,2.0
532,70,1,3.25
533,59,2,4.5
534,23,2,2.5
535,87,1,3.0
536,87,2,3.0
537,48,1,2.5
538,30,1,3.0
539,48,2,2.5
540,32,2,3.0
541,27,1,3.5
542,23,1,2.5
543,26,1,3.0
544,34,1,2.45
545,41,2,4.25
546,51,1,3.0
547,37,2,3.0
548,61,1,4.75
549,30,1,3.0
549,76,1,3.5
550,58,1,3.5
551,55,1,4.0
552,26,1,3.0
553,43,1,3.0
554,56,2,2.55
555,26,2,3.0
555,79,1,3.75
556,28,1,2.0
557,61,1,4.75
558,42,2,2.5
559,23,1,2.5
560,23,1,2.5
561,25,1,2.2
562,42,1,2.5
563,44,2,2.5
564,50,2,2.5
565,51,1,3.0
566,51,2,3.0
567,53,1,3.0
568,32,1,3.0
569,55,1,4.0
570,48,1,2.5
571,32,1,3.0
572,48,2,2.5
573,27,1,3.5
573,70,1,3.25
574,26,1,3.0
574,77,1,3.0
575,25,1,2.2
576,29,2,2.5
577,26,2,3.0
578,41,1,4.25
579,46,1,2.5
580,22,2,2.0
581,50,1,2.5
582,32,2,3.0
583,40,1,3.75
584,30,1,3.0
585,42,1,2.5
586,31,2,2.2
586,75,1,3.5
587,36,2,3.75
588,52,2,2.5
589,30,2,3.0
590,35,1,3.1
591,29,2,2.5
592,38,2,3.75
593,53,1,3.0
594,54,2,2.5
595,48,2,2.5
596,47,2,3.0
597,43,1,3.0
598,49,1,3.0
598,79,1,3.75
599,25,2,2.2
599,69,1,3.25
600,58,2,3.5
601,24,2,3.0
602,42,2,2.5
602,74,1,3.5
603,45,2,3.0
604,48,1,2.5
605,45,2,3.0
605,72,1,3.25
606,26,2,3.0
607,44,1,2.5
608,33,1,3.5
609,33,1,3.5
610,48,2,2.5
611,59,2,4.5
612,43,2,3.0
613,26,1,3.0
614,53,1,3.0
615,28,1,2.0
616,37,1,3.0
616,78,1,4.5
617,35,2,3.1
617,71,1,3.75
618,53,1,3.0
619,23,1,2.5
620,32,1,3.0
621,24,2,3.0
622,42,1,2.5
623,54,1,2.5
624,55,1,4.0
625,25,2,2.2
625,79,1,3.75
626,47,1,3.0
626,71,1,3.75
627,48,1,2.5
628,49,1,3.0
629,53,2,3.0
630,22,1,2.0
631,55,1,4.0
631,79,1,3.75
632,22,1,2.0
633,43,1,3.0
633,78,1,4.5
634,33,2,3.5
634,69,1,3.25
635,24,1,3.0
636,56,2,2.55
637,25,2,2.2
637,78,1,4.5
638,28,1,2.0
639,60,1,3.75
640,51,2,3.0
641,60,1,3.75
642,24,1,3.0
643,50,2,2.5
644,57,1,3.1
645,32,2,3.0
646,24,1,3.0
647,43,1,3.0
648,25,1,2.2
649,87,2,3.0
650,56,1,2.55
651,87,2,3.0
652,87,1,3.0
653,52,1,2.5
654,60,1,3.75
655,26,1,3.0
656,46,2,2.5
657,46,2,2.5
658,22,2,2.0
659,58,1,3.5
659,77,1,3.0
660,52,2,2.5
661,52,1,2.5
662,30,2,3.0
663,53,2,3.0
664,26,2,3.0
665,35,1,3.1
666,47,1,3.0
667,24,2,3.0
668,27,2,3.5
669,40,2,3.75
669,76,1,3.5
670,22,2,2.0
671,28,2,2.0
672,49,1,3.0
673,27,2,3.5
674,61,1,4.75
675,51,1,3.0
675,70,1,3.25
676,33,1,3.5
676,78,1,4.5
677,43,2,3.0
678,31,2,2.2
679,24,1,3.0
680,46,2,2.5
681,50,2,2.5
682,39,2,4.25
683,44,1,2.5
684,31,2,2.2
685,57,1,3.1
686,47,1,3.0
687,44,2,2.5
688,38,1,3.75
689,56,1,2.55
690,27,2,3.5
690,76,1,3.5
691,50,1,2.5
692,30,1,3.0
693,39,2,4.25
694,31,1,2.2
695,23,1,2.5
696,32,2,3.0
697,30,2,3.0
698,23,2,2.5
699,39,1,4.25
700,47,2,3.0
701,48,1,2.5
701,79,1,3.75
702,36,1,3.75
703,28,1,2.0
704,59,2,4.5
705,26,2,3.0
705,73,1,3.75
706,60,1,3.75
706,70,1,3.25
707,54,2,2.5
708,26,1,3.0
708,79,1,3.75
709,23,1,2.5
709,71,1,3.75
710,39,1,4.25
711,38,2,3.75
712,36,2,3.75
713,39,1,4.25
714,46,1,2.5
715,25,2,2.2
716,22,2,2.0
717,59,1,4.5
718,56,1,2.55
718,75,1,3.5
719,37,1,3.0
720,60,2,3.75
721,40,1,3.75
722,28,1,2.0
723,46,1,2.5
724,51,2,3.0
725,54,2,2.5
725,72,1,3.25
726,55,1,4.0
727,25,2,2.2
728,58,2,3.5
729,23,1,2.5
730,61,2,4.75
730,75,1,3.5
731,49,1,3.0
732,41,2,4.25
733,30,1,3.0
734,31,1,2.2
735,36,1,3.75
736,43,2,3.0
736,71,1,3.75
737,22,1,2.0
738,37,2,3.0
739,48,1,2.5
740,87,2,3.0
741,52,2,2.5
742,24,1,3.0
743,40,2,3.75
744,47,1,3.0
744,72,1,3.25
745,52,2,2.5
746,23,2,2.5
747,27,2,3.5
748,41,1,4.25
749,32,1,3.0
750,36,1,3.75
751,46,1,2.5
751,76,1,3.5
752,37,2,3.0
753,87,1,3.0
754,52,2,2.5
755,36,2,3.75
756,87,2,3.0
757,46,2,2.5
758,30,1,3.0
759,26,2,3.0
759,73,1,3.75
760,23,2,2.5
761,27,1,3.5
761,79,1,3.75
762,31,2,2.2
763,44,1,2.5
764,52,1,2.5
765,40,1,3.75
765,77,1,3.0
766,59,1,4.5
767,53,1,3.0
768,47,2,3.0
769,28,2,2.0
770,45,2,3.0
771,60,1,3.75
772,48,2,2.5
773,50,1,2.5
774,42,2,2.5
774,69,1,3.25
775,58,1,3.5
776,41,1,4.25
777,87,2,3.0
778,44,2,2.5
779,40,1,3.75
780,45,2,3.0
781,34,2,2.45
782,53,1,3.0
782,69,1,3.25
783,60,2,3.75
783,70,1,3.25
784,46,2,2.5
785,23,2,2.5
786,33,2,3.5
786,69,1,3.25
787,47,2,3.0
788,52,1,2.5
788,69,1,3.25
789,47,2,3.0
789,74,1,3.5
790,23,1,2.5
791,44,2,2.5
792,46,1,2.5
792,73,1,3.75
793,42,1,2.5
793,78,1,4.5
794,54,2,2.5
794,79,1,3.75
795,47,2,3.0
796,46,2,2.5
797,34,1,2.45
798,38,2,3.75
799,34,2,2.45
800,56,1,2.55
801,28,2,2.0
802,55,1,4.0
802,79,1,3.75
803,56,2,2.55
804,48,1,2.5
805,29,2,2.5
806,58,1,3.5
807,43,2,3.0
808,51,2,3.0
808,78,1,4.5
809,40,1,3.75
810,44,1,2.5
811,52,1,2.5
812,34,2,2.45
813,39,1,4.25
814,54,1,2.5
815,39,1,4.25
816,45,2,3.0
817,40,1,3.75
818,26,2,3.0
819,47,2,3.0
820,30,1,3.0
820,78,1,4.5
821,53,2,3.0
822,38,1,3.75
823,60,2,3.75
823,78,1,4.5
824,48,1,2.5
825,27,2,3.5
826,26,1,3.0
827,55,1,4.0
828,25,1,2.2
828,73,1,3.75
829,54,1,2.5
830,36,1,3.75
831,23,1,2.5
832,24,1,3.0
832,74,1,3.5
833,53,2,3.0
834,36,2,3.75
835,52,1,2.5
836,52,2,2.5
837,50,2,2.5
838,57,1,3.1
838,75,1,3.5
839,50,1,2.5
840,31,1,2.2
840,54,2,2.5
841,49,2,3.0
842,32,1,3.0
843,22,2,2.0
844,51,2,3.0
845,34,1,2.45
845,77,1,3.0
846,34,2,2.45
847,32,2,3.0
848,48,1,2.5
849,49,1,3.0
850,25,1,2.2
851,34,2,2.45
851,72,1,3.25
852,24,2,3.0
853,41,1,4.25
854,23,1,2.5
855,25,1,2.2
856,50,1,2.5
857,29,2,2.5
857,77,1,3.0
858,60,1,3.75
859,55,2,4.0
860,33,1,3.5
861,42,2,2.5
862,43,1,3.0
863,27,2,3.5
864,57,2,3.1
865,53,2,3.0
865,70,1,3.25
866,32,2,3.0
867,54,1,2.5
868,27,1,3.5
868,74,1,3.5
869,46,1,2.5
870,28,1,2.0
871,24,2,3.0
872,47,1,3.0
873,29,1,2.5
874,46,2,2.5
875,30,1,3.0
876,44,1,2.5
876,71,1,3.75
877,28,2,2.0
878,29,2,2.5
879,51,2,3.0
880,26,1,3.0
881,57,1,3.1
882,60,1,3.75
882,73,1,3.75
883,38,2,3.75
884,27,1,3.5
885,52,1,2.5
886,61,1,4.75
887,36,2,3.75
888,46,1,2.5
889,52,1,2.5
890,57,2,3.1
891,27,2,3.5
892,52,2,2.5
893,52,2,2.5
893,76,1,3.5
894,52,2,2.5
895,37,2,3.0
896,47,2,3.0
896,74,1,3.5
897,30,1,3.0
898,29,2,2.5
898,73,1,3.75
899,60,2,3.75
899,75,1,3.5
900,32,1,3.0
900,72,1,3.25
901,61,1,4.75
902,55,1,4.0
903,33,2,3.5
903,73,1,3.75
904,39,2,4.25
905,45,2,3.0
906,55,1,4.0
907,51,1,3.0
908,31,1,2.2
909,50,2,2.5
910,33,2,3.5
911,35,2,3.1
912,34,2,2.45
913,32,1,3.0
914,56,1,2.55
915,26,2,3.0
916,34,1,2.45
917,36,2,3.75
917,75,1,3.5
918,33,2,3.5
918,70,1,3.25
919,39,2,4.25
920,49,2,3.0
921,44,1,2.5
921,77,1,3.0
922,46,1,2.5
923,30,1,3.0
924,60,1,3.75
925,61,2,4.75
926,37,1,3.0
927,36,1,3.75
928,55,2,4.0
929,58,2,3.5
929,77,1,3.0
930,46,1,2.5
930,76,1,3.5
931,52,2,2.5
931,78,1,4.5
932,23,2,2.5
933,51,1,3.0
934,22,1,2.0
935,48,1,2.5
936,59,2,4.5
937,40,1,3.75
938,39,2,4.25
938,70,1,3.25
939,50,2,2.5
939,71,1,3.75
940,57,1,3.1
941,37,2,3.0
942,24,1,3.0
943,22,2,2.0
943,72,1,3.25
944,23,2,2.5
945,22,1,2.0
945,69,1,3.25
946,25,2,2.2
947,34,1,2.45
948,40,1,3.75
949,49,2,3.0
950,41,2,4.25
951,49,2,3.0
952,57,2,3.1
952,74,1,3.5
953,33,2,3.5
954,28,2,2.0
954,75,1,3.5
955,22,1,2.0
955,74,1,3.5
956,43,2,3.0
957,56,2,2.55
958,52,1,2.5
958,72,1,3.25
959,26,2,3.0
960,37,1,3.0
961,43,2,3.0
961,78,1,4.5
962,29,2,2.5
963,59,2,4.5
963,73,1,3.75
964,45,1,3.0
965,56,2,2.55
966,41,1,4.25
967,60,2,3.75
968,44,1,2.5
969,37,1,3.0
969,76,1,3.5
970,41,1,4.25
971,45,2,3.0
972,23,2,2.5
973,29,2,2.5
974,52,2,2.5
975,51,1,3.0
976,32,1,3.0
977,27,1,3.5
978,48,2,2.5
979,30,2,3.0
980,60,2,3.75
981,40,2,3.75
982,22,2,2.0
983,41,1,4.25
983,78,1,4.5
984,59,2,4.5
984,78,1,4.5
985,87,1,3.0
986,60,1,3.75
987,33,2,3.5
988,56,1,2.55
988,69,1,3.25
988,35,1,3.1
989,30,1,3.0
989,72,1,3.25
990,61,1,4.75
991,22,2,2.0
992,61,2,4.75
993,51,2,3.0
993,72,1,3.25
994,24,1,3.0
995,44,2,2.5
996,54,2,2.5
997,53,1,3.0
998,59,2,4.5
999,50,2,2.5
1000,87,2,3.0
1000,70,1,3.25
1001,52,1,2.5
1001,73,1,3.75
1002,26,2,3.0
1003,37,1,3.0
1004,45,1,3.0
1005,22,1,2.0
1006,22,2,2.0
1007,45,1,3.0
1008,25,1,2.2
1009,54,1,2.5
1010,50,2,2.5
1011,29,1,2.5
1012,42,1,2.5
1013,45,1,3.0
1014,55,1,4.0
1015,54,1,2.5
1016,50,2,2.5
1017,59,2,4.5
1018,43,2,3.0
1019,50,2,2.5
1020,55,2,4.0
1021,51,2,3.0
1022,37,2,3.0
1023,49,2,3.0
1024,40,1,3.75
1025,87,1,3.0
1026,33,1,3.5
1027,40,1,3.75
1028,37,1,3.0
1029,34,1,2.45
1030,38,1,3.75
1031,49,2,3.0
1032,26,2,3.0
1033,55,1,4.0
1034,56,1,2.55
1035,50,2,2.5
1036,29,1,2.5
1037,36,2,3.75
1038,33,1,3.5
1038,72,1,3.25
1039,47,1,3.0
1040,46,2,2.5
1041,37,1,3.0
1042,25,1,2.2
1043,39,2,4.25
1044,29,2,2.5
1045,43,2,3.0
1045,73,1,3.75
1046,45,1,3.0
1047,32,2,3.0
1048,54,1,2.5
1049,28,2,2.0
1050,28,2,2.0
1051,36,2,3.75
1052,30,2,3.0
1053,24,2,3.0
1054,26,2,3.0
1055,52,1,2.5
1056,24,2,3.0
1057,26,2,3.0
1058,38,2,3.75
1059,27,2,3.5
1060,49,2,3.0
1061,42,1,2.5
1062,26,2,3.0
1062,73,1,3.75
1063,54,1,2.5
1063,72,1,3.25
1064,61,2,4.75
1065,60,2,3.75
1065,78,1,4.5
1066,47,2,3.0
1067,46,1,2.5
1068,37,2,3.0
1069,39,2,4.25
1069,70,1,3.25
1070,50,1,2.5
1071,47,1,3.0
1072,31,2,2.2
1073,24,1,3.0
1074,26,2,3.0
1074,75,1,3.5
1075,41,1,4.25
1076,33,2,3.5
1077,46,2,2.5
1078,32,2,3.0
1079,32,1,3.0
1080,30,2,3.0
1081,43,1,3.0
1082,28,2,2.0
1083,40,2,3.75
1083,77,1,3.0
1084,50,1,2.5
1085,22,2,2.0
1086,35,1,3.1
1086,69,1,3.25
1087,35,2,3.1
1087,77,1,3.0
1088,48,1,2.5
1089,29,1,2.5
1090,43,1,3.0
1091,59,1,4.5
1092,35,1,3.1
1092,71,1,3.75
1093,24,1,3.0
1094,33,1,3.5
1095,36,1,3.75
1096,37,2,3.0
1097,39,1,4.25
1098,50,2,2.5
1099,37,2,3.0
1100,50,1,2.5
1101,38,2,3.75
1102,25,1,2.2
1103,38,1,3.75
1104,55,2,4.0
1105,56,1,2.55
1106,25,2,2.2
1107,46,1,2.5
1108,27,1,3.5
1109,47,2,3.0
1110,23,2,2.5
1111,35,1,3.1
1112,51,1,3.0
1113,59,2,4.5
1114,51,1,3.0
1115,59,2,4.5
1116,61,2,4.75
1117,24,1,3.0
1118,24,1,3.0
1119,60,1,3.75
1120,45,1,3.0
1121,46,1,2.5
1122,51,1,3.0
1122,72,1,3.25
1123,27,2,3.5
1124,50,2,2.5
1125,53,2,3.0
1126,33,1,3.5
1126,76,1,3.5
1127,58,2,3.5
1128,58,2,3.5
1129,49,2,3.0
1130,48,2,2.5
1130,74,1,3.5
1131,39,2,4.25
1132,30,2,3.0
1133,45,1,3.0
1134,50,2,2.5
1135,39,1,4.25
1136,35,2,3.1
1137,30,2,3.0
1138,42,1,2.5
1139,35,2,3.1
1139,74,1,3.5
1140,22,1,2.0
1141,59,1,4.5
1141,76,1,3.5
1142,22,2,2.0
1143,54,1,2.5
1144,56,2,2.55
1144,74,1,3.5
1145,23,2,2.5
1146,42,2,2.5
1146,78,1,4.5
1147,37,2,3.0
1148,49,2,3.0
1149,61,1,4.75
1150,51,2,3.0
1150,75,1,3.5
1151,23,2,2.5
1152,34,1,2.45
1153,55,1,4.0
1154,44,1,2.5
1154,70,1,3.25
1155,38,1,3.75
1156,43,1,3.0
1156,74,1,3.5
1157,37,1,3.0
1158,50,2,2.5
1159,29,1,2.5
1160,55,1,4.0
1161,54,1,2.5
1162,43,2,3.0
1163,26,2,3.0
1164,42,2,2.5
1164,73,1,3.75
1165,54,1,2.5
1165,75,1,3.5
1166,27,2,3.5
1167,48,2,2.5
1168,57,2,3.1
1169,57,1,3.1
1170,45,1,3.0
1171,30,1,3.0
1172,55,1,4.0
1173,26,2,3.0
1174,49,2,3.0
1175,56,1,2.55
1176,38,2,3.75
1177,59,2,4.5
1178,49,2,3.0
1179,37,1,3.0
1180,39,1,4.25
1181,42,1,2.5
1182,56,1,2.55
1183,39,1,4.25
1184,24,2,3.0
