transaction_id,store_id
113852,5
94506,3
98703,3
80873,3
63095,3
22576,3
51245,5
113990,8
111918,5
104855,5
15545,8
41332,5
65938,3
66627,3
82646,5
39689,3
83514,8
64173,3
102466,3
1468,8
106770,8
86039,5
73490,5
114318,8
76870,8
93309,8
5973,3
17326,3
95994,5
71133,5
84290,8
45187,8
15741,3
73048,8
25037,3
46657,3
57537,8
58346,5
92481,3
102717,8
106257,3
81453,3
66337,8
23784,3
2112,3
4263,3
96503,3
26527,8
99571,3
66540,8
67102,3
21381,3
30757,3
76302,5
90369,3
7767,5
109458,5
59363,5
44681,8
37586,5
52739,8
26425,8
26847,8
99454,5
64466,3
84668,3
69583,3
107114,8
75255,8
29237,3
83306,5
108086,8
6714,5
106772,8
100183,3
74667,5
4754,8
41731,8
88695,8
48238,5
73479,5
6611,5
72034,5
5230,5
62347,5
80161,5
17928,8
102819,3
97612,3
24461,5
112567,5
51171,5
7061,8
65327,8
19750,8
35212,8
92124,8
17995,3
4017,3
72786,8
83320,8
51395,5
84512,8
115670,5
105104,3
64117,3
63143,3
59430,8
16626,5
108,8
110371,3
17198,5
50865,5
21189,5
63964,8
50725,3
75623,3
26238,8
13740,3
80856,5
74416,5
101468,5
109780,3
70102,5
99334,5
3987,8
78369,3
94756,8
51102,5
32615,8
80508,8
42751,8
39015,5
36081,5
16055,3
45025,3
29903,8
499,5
85617,3
55624,5
44984,8
81466,5
13622,5
2678,3
38053,5
52364,3
83507,5
112653,5
3652,3
7316,8
17957,3
75955,8
106369,3
33996,8
311,8
24541,3
85291,8
74431,3
82347,3
6889,5
4722,5
66682,3
71258,5
8636,5
23135,5
68372,8
84081,3
70333,8
32690,5
1158,3
116166,8
39779,5
46692,3
109931,8
88789,3
7712,8
42785,3
57396,3
46476,8
8592,8
67739,5
27769,8
78981,8
25129,8
95409,3
77016,8
79851,8
65876,5
45687,5
59545,8
83147,3
47546,3
33722,5
46829,5
47359,8
92846,3
85402,8
19939,5
41176,3
21009,8
35606,3
86148,3
70599,3
102317,8
99857,8
103978,8
69355,3
97649,3
109134,3
111398,5
16509,5
37246,8
65088,3
88663,5
107582,8
77205,3
30275,3
113188,3
99656,3
9276,5
26227,5
35474,5
10056,8
27628,5
18423,5
69815,3
93238,8
30287,5
115601,3
81257,8
44541,8
110503,8
102841,3
90336,5
81476,3
102056,3
25319,3
5678,5
48754,5
112133,3
108792,3
17545,5
94842,3
48759,8
36016,3
66983,8
100378,5
50736,8
10000,8
92660,8
59433,5
18907,8
14239,3
21016,8
58026,3
112857,5
34002,8
116405,8
42544,5
116589,3
96913,8
80322,5
115358,8
13378,8
22684,3
104064,8
41688,5
116377,3
92872,5
107385,3
63968,3
61238,3
85525,8
49071,8
86443,3
62121,3
98372,8
109975,8
2981,5
103104,3
94581,3
57641,5
89230,8
50404,3
108515,8
25497,8
8214,3
71247,3
45176,8
114846,5
58680,5
38909,8
28389,5
96489,8
36028,3
37378,8
52446,8
47748,5
61546,8
95986,5
78979,8
70304,8
90296,5
98012,3
36131,8
37606,3
32698,5
1153,3
115274,8
79413,5
85938,8
98370,8
64001,8
79520,8
63597,8
84106,5
48523,8
10532,8
34004,8
97344,5
106969,8
16730,3
65556,8
53587,5
56428,8
93684,3
55579,5
59117,8
8962,5
98359,3
38829,5
85353,8
86034,3
82091,5
21878,5
22367,8
114581,5
28341,5
44423,8
47733,5
69087,8
83249,5
54537,3
67872,3
2125,3
49862,8
41125,3
57710,3
32359,8
66308,3
54031,5
81343,3
41025,8
75953,3
74139,8
11273,5
81957,5
15857,3
11640,5
79757,5
96499,5
33026,5
41039,8
115393,8
7643,5
71244,8
66386,3
46597,5
53418,5
114184,3
56476,5
29808,3
9016,5
27032,8
58180,8
86119,3
74755,3
35801,8
32008,3
48461,8
115317,3
55642,8
22663,8
115967,8
31035,8
105931,8
84538,8
69694,5
94444,5
12691,5
98365,5
82512,5
116639,3
40433,5
10065,3
8458,5
79139,8
15117,8
111232,8
8111,8
101155,5
81834,5
87053,3
4759,3
55960,8
87129,3
43505,5
11452,3
53834,8
105103,5
45444,3
107956,3
19696,8
6464,8
112749,5
96751,5
77533,5
51726,8
86317,8
16384,8
45020,8
45453,3
114709,3
99408,8
3342,3
36181,5
18783,8
56394,8
58725,5
96338,8
86410,5
85058,5
57237,5
85008,8
19765,5
3254,8
63808,5
70725,5
71782,3
86358,5
28142,5
32195,8
18961,3
55128,3
19136,5
34693,5
10959,3
4096,5
10375,5
106962,3
96888,3
67138,3
82642,8
86613,5
70225,3
18794,8
8999,8
42222,3
88519,3
2683,5
15879,8
103212,3
73833,3
67570,5
98009,8
9139,5
106683,3
63774,5
103933,5
110529,8
75330,5
82577,5
54394,8
96137,8
69024,5
64060,5
102046,3
15274,5
40165,5
6441,3
69462,3
34967,3
57000,3
4593,8
62423,5
8935,3
50094,8
29710,3
104245,8
115359,3
7759,8
66040,8
99547,8
54307,5
62160,5
115737,3
58679,5
75269,5
19146,5
88462,3
77983,3
38407,8
113048,3
84369,8
36034,8
22899,5
92421,8
7207,5
28877,8
31618,8
87599,5
11119,8
46977,5
43450,8
52908,8
16048,5
90630,8
40379,8
86250,5
46472,5
79552,3
81830,3
114268,3
68890,8
98878,3
15685,3
325,3
38641,8
104037,8
74536,3
107768,8
14727,3
116046,5
17089,8
64329,3
1181,8
78961,3
51087,5
113675,5
112426,3
91339,3
77248,8
82623,3
13541,3
99726,8
90707,5
101814,3
14025,3
64860,3
33978,3
20108,5
6211,8
15854,3
67882,5
70837,8
47886,5
81753,5
115242,3
66008,5
8003,8
7640,8
1344,3
5773,5
95675,8
53639,8
65145,5
95287,5
65136,3
5194,3
58160,3
21586,8
30359,5
33624,5
59349,8
14381,8
5663,3
106167,8
37827,8
15247,8
10772,8
92582,5
97456,5
83388,5
106696,5
1830,3
89433,3
101592,8
41097,8
92168,8
37278,3
23013,5
73595,5
51957,3
86915,3
85674,3
31113,8
41698,5
40299,5
37399,3
2362,8
37758,3
105259,3
105881,3
94437,3
112888,8
86846,3
75804,5
38241,8
41508,3
55662,5
67242,8
92085,5
39805,8
10740,8
82721,8
57301,8
17632,8
350,5
34499,5
101678,5
42699,8
69587,3
92736,3
39540,5
60756,3
12640,8
85583,3
86515,3
43755,5
71536,8
83613,3
4715,3
78596,5
46733,5
18348,3
43430,5
32617,5
47251,8
49897,5
96722,8
41331,3
73613,3
47701,8
6082,8
470,8
20116,3
55348,5
57348,5
9379,3
86608,8
34503,8
52514,8
97586,8
15738,3
9207,8
70736,8
77623,3
80858,8
102776,5
95346,8
43487,3
55797,3
78080,8
20405,5
95116,5
66995,3
90544,3
28817,8
75734,8
45706,8
82620,5
67163,8
23764,5
33260,8
98373,8
84267,3
104324,3
96159,8
28379,3
115704,3
56062,3
64282,8
1284,3
52022,5
16981,8
22376,3
47224,8
17105,5
92894,8
30953,3
80855,5
49327,3
113270,5
105024,8
68747,8
25927,3
19353,3
4104,5
109967,3
103993,5
86979,3
16313,5
30156,3
28902,3
88556,8
16669,8
4237,5
36625,3
22370,8
53848,5
68008,5
25819,8
2645,8
104591,8
53919,3
51870,5
84208,5
58709,3
34878,3
30633,3
4659,5
2280,8
45043,3
28756,5
27442,8
19665,8
6016,3
64786,5
6898,3
95015,5
84533,5
53477,3
97720,8
73242,5
14251,3
96653,3
91096,5
18273,8
12148,3
4393,8
35976,5
102366,3
93710,5
111670,8
21257,8
24579,8
32602,5
18946,5
3909,3
67686,5
5956,3
3512,3
6917,3
50895,8
37434,8
49329,5
28747,8
10215,3
108658,8
81340,3
35415,3
10488,5
12735,8
61876,8
7005,8
51854,8
84875,5
2940,8
82753,8
37134,8
61550,3
52447,5
85980,3
90602,5
71283,8
9965,8
34932,3
83665,3
114500,5
57951,5
88080,3
49114,3
63252,8
41174,3
69554,5
54775,3
40671,8
91744,8
55131,3
8695,5
47746,8
26114,8
106513,3
33256,8
21037,5
74784,3
83854,5
61031,3
68844,3
39971,3
26524,8
70336,5
62279,5
83238,8
34171,8
27692,3
11641,5
96646,8
41285,3
32355,3
17451,5
72763,8
76902,3
23737,5
97670,8
36241,3
20537,3
85806,3
82728,5
53567,8
42319,5
47921,5
8101,3
76240,3
90933,8
109442,8
44258,8
57001,8
30493,8
114869,5
21744,8
99569,8
6261,5
4090,5
42338,5
114980,5
95863,8
112537,8
89981,8
17790,8
39961,5
37749,8
18687,8
52878,5
66818,5
87094,5
111381,5
47900,5
42722,5
91382,8
58294,8
23734,8
107673,5
53641,5
103222,5
103569,3
72406,3
28830,3
91128,5
63277,8
88079,5
75298,5
22232,8
94432,5
71347,5
107301,5
89893,3
64930,8
111548,8
31062,5
107239,5
35473,3
110370,3
64116,3
44235,3
70636,5
75807,8
73373,5
37144,8
111569,3
2050,3
67695,3
801,8
10834,5
42948,5
21959,8
29893,5
32072,3
68111,3
31463,3
93454,8
102992,8
59093,3
71816,3
2658,3
1182,8
37964,8
37516,3
112412,8
43452,5
90001,3
104548,5
36031,3
46796,8
22948,5
17090,8
52906,3
78712,3
83222,5
86480,5
29589,8
109720,3
13453,3
44792,8
56985,5
45360,8
35051,8
82247,3
50452,3
78272,8
115738,3
91258,3
105746,8
114071,5
53091,3
86851,5
76461,5
99934,5
53162,8
107088,5
101458,3
25637,8
94157,3
109965,8
82987,8
41083,3
78288,8
24746,3
54978,8
113786,8
57227,3
71301,5
78719,5
103265,3
104852,5
50138,8
50800,5
58398,5
78433,3
42079,5
27265,3
30063,3
63743,5
54634,3
85092,8
15293,5
65452,3
116306,8
31306,3
686,3
16949,8
1591,8
16658,3
10574,8
69749,8
100346,8
43047,8
112795,3
74420,3
45716,8
76011,5
1729,5
87044,3
8724,8
28202,8
2880,5
74266,3
90007,3
80371,3
13029,3
93441,3
17259,3
28417,3
16100,3
82763,8
29021,5
112013,8
39855,3
115411,8
27746,8
102796,8
53189,8
73089,5
31223,8
107707,8
93828,3
740,5
102562,5
66397,3
78970,3
24619,3
72569,3
55005,3
14513,8
93035,8
8687,8
18071,8
82101,3
54174,5
1388,8
8584,8
26237,3
116394,3
76066,3
47761,8
62912,8
103402,8
41997,5
60082,3
77996,3
87514,3
104568,3
54288,8
101267,8
53732,3
64019,3
2883,5
28821,8
17253,3
30288,8
79257,8
99737,8
24580,8
34872,3
1859,8
42621,8
86595,5
17088,8
31986,3
58959,3
67802,5
93817,8
40043,5
30104,3
35856,5
18856,3
75604,8
62306,3
16508,5
63219,5
4375,8
1015,8
11864,3
83039,3
55159,3
101525,5
69669,3
60048,5
113748,8
116664,3
1119,8
109243,5
31635,3
79044,3
106582,8
8573,8
52352,3
60058,5
52632,3
33761,5
108072,5
89972,8
79891,8
37847,8
6506,8
68091,8
56729,3
69148,5
82908,3
63154,8
34300,8
87291,3
88555,3
111050,8
91618,3
31966,5
54580,8
47952,5
33303,3
42729,5
102348,3
86083,3
75660,5
102623,5
106692,8
113862,3
56100,5
114350,5
37429,5
43151,3
63320,3
50690,5
22377,3
76167,3
81165,3
62703,3
7187,8
91224,5
76692,8
14898,3
107477,5
88828,3
92086,8
19542,8
17390,5
16237,8
83283,8
53036,5
16882,8
983,5
32963,3
61208,5
6059,5
5502,5
24336,5
18087,3
81502,5
61604,8
116205,5
56868,8
52810,8
31866,5
26591,8
81485,8
97657,3
35840,3
26809,3
96172,5
102235,3
81810,5
75393,5
108397,5
53618,5
95571,8
103085,5
78606,3
11088,3
3517,3
52863,5
21205,8
28189,5
96856,8
80287,5
13926,8
109510,5
35888,5
15405,8
83574,3
79432,5
43082,5
58979,8
62378,8
98466,5
34593,5
54704,5
84693,5
67285,3
71562,8
97883,8
20131,3
95139,8
68902,8
79752,8
38322,5
38205,8
36653,5
16643,3
109322,8
95162,5
29656,5
9363,3
28411,5
107740,5
545,8
83843,8
23471,3
24150,5
20256,3
40213,8
110112,8
79843,8
81054,8
77620,3
669,8
27215,8
48551,3
57666,8
18043,5
100507,8
78701,5
84880,3
114916,5
14054,8
92316,5
31499,8
35626,5
467,8
67705,3
111936,3
6580,3
15063,5
98548,8
61534,8
24452,8
57306,3
40458,3
54590,5
85608,8
39003,8
49761,8
41184,3
105717,3
89626,8
100550,8
55054,5
101090,3
27640,8
93098,8
33922,5
73091,5
100892,8
32163,3
92273,5
17455,3
116362,3
106915,3
116610,3
59698,5
101986,5
21850,3
113611,3
36477,5
38596,3
31651,3
64421,8
80518,3
12537,8
66775,8
47572,3
111017,8
56155,5
60516,5
56351,5
3878,8
99719,3
42719,8
80838,3
104969,8
87811,8
68295,8
64530,3
108263,5
23615,5
21598,8
5047,3
49411,5
2049,5
5479,8
19393,5
109901,3
105988,5
74685,3
21400,8
83977,8
30285,8
95576,3
43406,3
88072,5
8621,3
50397,5
76168,5
90309,3
22022,8
80535,5
22503,8
21244,5
30651,5
73266,8
108924,3
102199,8
111810,3
26496,8
27526,3
52970,3
749,8
53499,5
91119,5
37862,8
91212,5
22733,8
50415,8
45796,8
92154,5
108871,3
6470,3
32088,8
3738,3
2429,8
20027,5
56941,8
47637,8
58875,8
18879,5
2543,3
110729,5
39357,8
7200,8
14943,5
34884,3
21705,3
105863,5
116784,3
79497,3
99769,8
63289,3
7751,5
14289,8
29082,3
18957,8
114951,8
47969,8
95439,8
10053,8
89578,3
111281,8
18108,5
40818,8
44728,3
110561,5
14701,3
23870,8
28560,5
11509,3
42512,3
42904,5
104480,8
78338,5
31003,3
106769,3
41640,5
23677,3
115017,8
94349,5
52044,8
42804,3
104551,8
94047,8
42704,8
69928,5
73021,8
92933,8
58562,3
17319,3
23505,5
41880,5
58915,3
59663,3
49841,8
6118,8
20349,8
50206,8
43174,5
32545,8
103739,3
42675,5
57587,5
41380,5
52764,5
59086,3
31238,5
4946,3
116553,5
72355,8
96981,5
16712,3
23029,3
72821,3
57678,8
51190,3
101663,5
48839,8
77955,8
74194,5
113684,8
84909,5
34356,5
73575,8
62043,5
72222,5
55670,8
81318,8
110013,5
64738,8
59557,8
100891,8
21624,5
26865,8
63458,3
29076,3
51694,5
53761,3
29675,5
13344,5
48298,3
23077,8
38356,5
51225,8
7669,5
56877,5
14339,5
15795,3
81951,8
15365,3
3406,5
59113,3
91536,5
24029,5
36100,3
22819,8
3624,8
58042,5
58829,5
27431,5
109155,3
28057,8
101752,8
29731,3
116600,3
23613,5
2319,3
106453,8
91762,5
72398,5
63231,5
69911,5
15409,3
59278,5
97789,3
74301,3
69172,8
71497,5
30314,8
41012,3
52272,3
71817,8
79343,5
47394,8
20175,5
77208,8
22615,5
87397,5
26708,5
83146,8
14444,3
48585,8
87168,3
58235,3
40473,8
50961,3
70072,3
35549,8
111530,3
22179,5
96009,8
3260,8
59296,3
27909,3
114049,8
26023,3
53392,3
28791,8
5138,5
85101,5
69387,8
106540,3
100804,5
17224,3
44835,3
45208,8
78473,5
8563,8
40936,3
31149,3
27982,3
73615,8
65202,5
9992,5
75116,3
58853,3
57793,8
68574,3
114352,3
19906,5
10290,3
8730,8
115705,3
26214,5
31907,5
85513,3
51833,8
70717,8
115508,5
95639,8
61572,3
33097,3
91569,5
32589,8
80832,5
41238,5
6658,3
546,5
89845,5
70213,3
79073,8
82206,8
78161,8
30343,8
42227,8
73807,5
61695,5
31738,8
34284,3
35252,8
65309,8
110870,5
17362,5
13024,5
30008,8
110014,3
21336,3
57488,8
7684,5
85246,8
60069,3
105628,5
37341,5
14578,8
47407,8
457,8
59827,3
24197,3
88811,8
101417,3
25802,3
108418,3
1813,3
30010,8
6969,5
68992,5
88330,8
107556,3
114657,5
59679,3
94999,8
115677,8
107475,5
72004,5
90413,3
96064,8
49354,5
116150,8
23233,5
25208,5
59905,3
84883,3
77744,5
29898,5
49592,8
96175,3
5433,3
42917,3
87808,8
2458,5
116547,8
6831,5
41662,3
26172,5
108778,8
54478,3
62081,8
108833,3
73683,8
101972,5
65725,3
57876,5
56093,5
110996,3
17535,8
49205,8
38981,8
38814,3
11009,8
88368,5
94228,3
74980,8
100047,5
41638,3
99247,3
89998,3
5731,3
64952,5
3848,5
11573,8
11677,8
50582,3
3329,3
557,8
66707,8
53655,5
7453,5
2889,8
27666,5
46243,5
41772,3
48820,3
65228,3
77138,3
86261,3
96795,5
47890,8
32995,8
25543,8
92193,5
114984,3
94151,5
73962,3
34010,8
85659,3
6066,8
107374,5
21638,3
48497,8
91670,8
100113,3
87563,5
113544,5
5991,5
36958,5
41678,3
108391,8
51400,5
28769,8
7335,5
26139,3
33119,8
56968,3
81328,3
37142,5
78128,5
73438,8
41299,8
51908,5
56312,5
3997,5
52692,3
51515,3
87140,3
85194,5
113906,3
2412,8
37297,8
39822,3
16548,8
14148,5
61964,8
92980,3
5183,3
92491,8
710,5
116174,3
115950,3
24169,8
6820,3
60969,3
56812,3
28033,8
17285,8
100744,3
11402,5
33340,8
69267,5
90856,8
48455,5
50483,5
76485,3
116149,3
54326,3
55606,5
36224,3
42747,5
50613,8
78118,3
57875,3
83346,5
106408,3
17606,5
71506,8
79166,8
58229,8
68419,5
27784,3
54637,5
99658,8
10842,3
60811,3
88534,8
68762,3
11524,3
50996,3
111103,5
61798,5
85439,5
102578,3
106968,8
80499,5
27702,3
54744,3
35450,3
102553,5
77892,3
67999,5
49914,3
66525,5
55822,3
35028,5
9123,5
51838,8
7611,3
82844,3
81059,3
47430,3
103493,3
71237,5
105649,5
23860,3
16155,8
4809,5
66409,5
64202,8
4003,8
62448,5
56879,5
46698,5
39789,5
82175,5
49199,5
64722,8
112608,3
1041,8
26822,8
59191,8
17178,8
85637,3
93124,5
101241,5
91661,3
56788,8
109079,3
31882,8
54811,8
110583,8
47062,3
93607,5
17102,5
61293,3
102745,5
73229,8
81219,3
72138,5
100818,5
39330,3
49750,5
25912,8
104219,3
81470,3
58307,3
6539,5
61096,5
49884,3
113527,3
46359,5
59672,3
71375,3
23204,5
26079,3
88162,8
55663,3
3774,3
91554,3
17299,3
107372,8
30099,3
15415,3
98894,3
84760,5
101353,3
3653,3
113468,8
3243,8
109628,5
87365,5
115094,8
76395,8
17921,5
105456,3
33708,3
12868,8
103991,3
78894,3
61010,8
30036,5
71863,3
21074,8
16847,3
16819,8
113515,8
20995,3
62394,5
102381,5
112792,3
75202,3
33902,3
69767,8
60257,5
83264,5
52655,3
19851,3
101824,5
59134,8
72229,8
64086,3
91869,8
66866,8
92587,3
79944,5
56918,3
51064,8
432,8
60755,5
16062,8
68317,8
375,5
112917,3
52207,8
45244,8
115641,8
109435,8
21418,3
35320,3
67185,8
94815,3
61372,5
40194,3
22727,8
115383,8
23248,3
1846,3
65964,3
87964,3
47976,3
88662,3
94185,3
94723,8
112693,8
60021,3
48188,5
40951,5
89580,8
81391,5
79326,8
78998,3
22621,8
23904,3
106753,3
20632,8
45931,5
15977,5
98853,8
76129,3
28013,3
108393,8
73717,3
43277,5
79912,8
46474,8
83131,3
42736,3
69924,3
102548,5
22120,3
74847,5
47472,3
99059,5
52661,5
61908,8
62231,3
9140,3
94324,3
73826,8
61482,3
100123,3
101652,5
60309,3
32701,5
18682,5
95405,3
8976,5
53041,8
11238,5
38268,8
17147,5
78657,5
112900,3
26271,5
77264,8
101106,3
11405,3
108789,5
49699,5
86810,8
100396,3
110924,3
5512,8
84780,3
56695,8
10966,5
63451,3
99985,3
101964,5
81657,8
34907,8
21122,5
7674,3
14302,8
107128,3
31188,3
10026,8
83466,8
20671,5
72325,8
89940,8
56213,3
26610,3
14408,3
62056,3
92592,3
93427,3
111944,3
20209,3
5404,5
42935,5
57887,8
5108,5
73181,5
70789,8
28988,5
114037,3
31141,8
87611,8
89,5
51262,8
106824,3
912,8
11265,8
59162,8
96025,8
51372,5
68217,5
108606,8
112175,3
67372,8
56661,8
27989,3
14113,5
101725,5
17679,3
60662,3
108229,8
75811,3
11427,8
5804,8
15672,5
9014,5
19616,5
112202,8
81595,8
31792,3
10124,3
89775,3
34971,8
101425,8
33597,8
50277,3
65414,3
89890,8
61692,3
57027,5
9395,8
77115,5
879,3
56746,3
105215,3
54700,8
88116,8
1856,8
59936,3
59434,3
88039,3
77432,8
78232,3
54098,3
71635,5
2340,8
80068,3
10957,8
67016,8
35696,5
107395,3
60709,3
74267,3
33121,8
49000,5
60565,8
95559,8
98083,8
39675,3
59335,3
688,3
100090,8
80337,5
14552,8
87151,3
71963,8
16043,8
5802,3
61927,3
103793,3
92517,5
47463,5
104004,5
17327,8
39288,8
110238,5
41192,3
14774,8
17307,8
86070,8
105208,3
40712,5
69689,8
41702,3
58538,8
49832,5
92979,3
14575,5
13880,3
78621,5
91652,5
103066,8
16523,5
7609,3
89206,8
52604,3
102250,5
21382,3
57690,8
46674,3
18489,8
102634,5
52570,5
82938,3
53057,3
64924,8
28754,8
7428,3
28107,3
43203,3
84666,3
112246,5
40235,3
13489,3
82489,3
89894,3
12943,8
29679,3
83630,5
5961,8
40014,8
8261,5
27083,5
111730,3
45990,3
81797,5
72777,5
49188,5
116640,3
76479,8
92581,3
76834,3
101258,3
18596,8
27744,8
107107,5
40529,5
52482,3
113458,5
10436,3
112856,3
112650,8
54421,3
21605,3
81125,3
91077,5
41895,5
114374,8
27988,3
48009,8
91998,8
84889,5
23391,5
73465,8
94358,5
94746,8
17789,3
104865,8
41392,5
63434,5
105009,8
75098,5
105412,8
58981,8
14902,5
79079,3
107927,8
101532,8
29231,3
84648,3
58767,3
45901,3
92853,3
108783,5
1000,5
57505,8
73452,8
8790,5
85794,8
8754,5
87864,8
56152,3
102217,5
26782,8
75140,3
100930,3
39493,8
72147,3
15890,8
82778,8
3742,5
90262,3
46358,3
105205,5
27587,5
68843,3
67207,3
44817,3
41814,3
78521,8
7300,3
39098,5
12917,3
109830,3
41000,8
75096,8
16627,5
17176,5
99751,5
114167,3
109792,8
24851,8
54629,3
32543,3
39701,5
110933,3
51074,3
38067,8
99184,5
96545,3
47144,8
89015,5
115,5
36335,3
21513,5
102676,5
83170,3
115188,5
81351,3
68232,8
17912,3
12836,3
81648,3
4745,3
66864,8
28720,8
34240,5
63831,5
59922,5
70216,8
15104,8
93823,5
84969,8
46218,5
2951,3
14441,5
34828,8
116506,3
2375,5
82031,5
83935,5
31276,5
8914,3
86405,3
95933,5
25376,3
74489,8
82655,3
45336,3
79705,5
65188,3
65533,3
114627,8
91621,5
72518,8
16550,3
67615,8
18070,3
80173,3
36669,5
35781,3
116417,3
8475,3
10932,5
110790,8
94076,5
93869,3
57461,3
66729,3
78321,3
15239,8
66411,5
62984,8
28494,3
88835,5
60166,3
70094,3
109889,5
11260,3
23223,8
86172,3
36052,3
74631,5
100431,3
107406,8
57810,3
115957,3
97628,3
4962,5
42308,8
38582,3
54157,3
91233,8
52103,8
67073,5
50548,8
110504,3
8618,8
102602,5
87037,8
111628,8
69049,5
8135,8
71317,8
81108,3
6689,8
75920,5
48832,3
95535,3
59315,5
775,3
5464,8
59763,5
97984,8
5511,3
66213,3
89388,5
65308,3
55508,5
15982,5
10418,3
19730,8
90272,3
66263,3
34683,5
37541,8
54713,3
1175,3
45812,8
114628,5
98394,8
2431,5
6862,3
100332,5
8119,8
80911,8
86834,3
17781,5
17424,3
64900,5
36145,3
88148,8
73752,8
26169,8
35040,8
37752,8
65644,5
40836,8
98892,5
64810,8
46149,8
23088,8
46082,5
53472,3
14140,3
78147,5
47882,5
84136,8
108557,5
111095,8
13625,5
12241,3
84034,3
7564,5
80765,5
31415,3
98583,5
12380,3
8066,8
84739,5
94935,8
85449,5
54522,8
55617,8
97486,8
19831,8
77514,8
112718,8
50458,8
112041,3
70776,5
74939,3
86383,3
69047,8
116749,3
25362,3
92047,5
81234,8
7977,3
26672,3
97305,8
15721,3
7451,8
111964,3
87478,5
95430,3
103370,5
27284,8
37244,8
64829,3
5302,8
73839,5
15736,3
8543,3
51038,5
77353,3
62235,3
29759,3
72588,5
36323,8
101842,3
102477,3
95485,8
92109,8
113896,3
15815,5
24523,3
55627,3
87177,3
77861,3
88777,3
39476,8
77881,8
2968,5
21615,5
43441,5
91364,5
23262,5
11306,5
41237,5
96323,8
16271,8
13714,3
82541,3
47214,8
85943,3
35905,3
31504,8
115324,5
43728,5
4821,8
24567,8
47401,8
11394,3
74282,8
32101,3
80005,5
34854,3
97511,8
31144,5
84818,3
31852,3
44611,8
38432,8
94525,3
11569,5
111520,3
36757,8
5307,5
14729,3
80043,3
12330,5
46893,8
107412,8
50520,3
29299,5
51215,3
22084,3
107234,8
540,8
98225,5
64982,3
62080,8
25884,3
99483,5
50675,8
63456,3
34216,3
64624,5
15024,5
43695,8
26562,3
93113,5
90235,8
91345,3
54028,3
25945,8
42994,8
8590,5
77168,5
109160,3
109611,3
33637,3
111405,3
80331,3
19283,3
28784,8
1217,5
90239,8
57176,5
19563,8
31335,5
98483,5
90397,8
3688,3
103595,8
19488,3
1355,5
70326,3
100281,3
14172,3
116718,5
34404,8
55621,5
23238,3
237,8
8505,5
34763,5
47484,3
41849,3
111594,3
56310,5
56566,8
60392,8
79062,3
4799,5
115006,3
11567,8
28126,3
58245,5
77037,8
24776,3
99121,3
101429,5
54348,8
114784,5
46491,5
102892,5
87998,3
91422,3
21412,5
85265,3
75833,8
114632,3
25509,8
39143,3
55099,5
69568,3
112180,3
56790,5
42453,3
51096,8
100579,8
41207,3
29772,5
21378,5
54188,8
75301,8
40648,5
17873,8
16172,8
30800,8
62458,3
103324,5
61146,3
75001,3
29477,5
112278,8
34803,8
108733,8
7184,8
81773,3
42529,3
24102,5
82199,3
75587,3
19983,8
66173,8
25265,5
79063,8
77753,8
45045,3
49633,8
8769,3
85755,5
34719,3
109737,8
19080,5
16571,3
21635,5
57492,3
70016,5
17844,3
40324,8
106573,3
105913,8
61520,5
73703,8
